0.000	0	386
167.811	0.2	373
341.020	0.3	360
508.601	0.5	348
670.963	0.6	336
828.391	0.8	326
981.105	0.9	316
1129.409	1.1	306
1273.534	1.2	298
1413.687	1.4	289
1550.071	1.5	281
1682.876	1.7	274
1812.282	1.8	266
1938.444	2	260
2061.507	2.1	253
2181.626	2.3	247
2298.927	2.4	241
2413.526	2.6	236
2525.548	2.7	230
2635.100	2.8	225
2742.284	3	220
2847.196	3.1	216
2949.929	3.3	211
3050.557	3.4	207
3149.172	3.5	203
3245.851	3.7	199
3340.657	3.8	195
3433.666	3.9	191
3524.943	4.1	188
3614.541	4.2	184
3702.525	4.3	181
3788.950	4.5	178
3873.867	4.6	175
3957.327	4.7	172
4039.379	4.8	169
4120.067	5	167
4199.430	5.1	164
4277.515	5.2	161
4354.363	5.3	159
4430.004	5.5	156
