0.000	0	272
132.684	0.1	267
273.131	0.3	262
411.131	0.4	257
546.765	0.6	253
680.112	0.7	248
811.247	0.8	244
940.242	1	240
1067.164	1.1	236
1192.079	1.3	232
1315.049	1.4	228
1436.135	1.5	224
1555.356	1.7	221
1672.803	1.8	217
1788.513	1.9	214
1902.529	2.1	211
2014.904	2.2	208
2125.684	2.3	205
2234.898	2.5	202
2342.602	2.6	199
2448.834	2.7	196
2553.621	2.9	193
2657.006	3	191
2759.027	3.1	188
2859.715	3.3	186
2959.105	3.4	183
3057.227	3.5	181
3154.112	3.7	178
3249.791	3.8	176
3344.286	3.9	174
3437.629	4	172
3529.849	4.2	170
3620.974	4.3	168
3711.016	4.4	166
3800.013	4.5	164
3887.981	4.7	162
3974.946	4.8	160
4060.927	4.9	158
4145.949	5	156
4230.026	5.2	155
4313.185	5.3	153
4395.443	5.4	151
4476.814	5.5	150
