0.000	0	194
94.370	0.1	191
195.498	0.2	187
294.792	0.4	183
392.315	0.5	180
488.129	0.6	177
582.293	0.7	173
674.836	0.8	170
765.827	1	167
855.329	1.1	164
943.387	1.2	162
1030.005	1.3	159
1115.272	1.4	156
1199.202	1.5	154
1281.847	1.7	151
1363.230	1.8	149
1443.408	1.9	147
1522.386	2	145
1600.219	2.1	142
1676.935	2.2	140
1752.562	2.3	138
1827.120	2.4	136
1900.646	2.5	134
1973.168	2.7	132
2044.709	2.8	131
2115.294	2.9	129
2184.949	3	127
2253.695	3.1	125
2321.556	3.2	124
2388.548	3.3	122
2454.695	3.4	121
2520.021	3.5	119
2584.546	3.6	118
2648.278	3.7	116
2711.245	3.8	115
2773.465	3.9	114
2834.946	4.1	112
2895.716	4.2	111
2955.777	4.3	110
3015.159	4.4	108
3073.866	4.5	107
3131.918	4.6	106
3189.329	4.7	105
3246.106	4.8	104
3302.270	4.9	102
3357.832	5	101
3412.802	5.1	100
3467.191	5.2	99
3521.013	5.3	98
3574.280	5.4	97
3627.002	5.5	96
3679.190	5.6	95
3730.853	5.7	94
3782.003	5.8	93
3832.648	5.9	93
3882.798	6	92
3932.463	6.1	91
3981.652	6.2	90
4030.374	6.3	89
4078.636	6.4	88
4126.446	6.5	87
4173.814	6.6	87
4220.748	6.7	86
4267.254	6.8	85
4313.340	6.9	84
4359.015	7	84
4404.284	7.1	83
4449.154	7.2	82
4493.634	7.3	82
