0.000	0	0
114.338	0.1	0
236.405	0.3	0
356.654	0.4	0
475.138	0.5	0
591.886	0.7	0
706.976	0.8	0
820.459	0.9	0
932.374	1.1	0
1042.761	1.2	0
1151.653	1.3	0
1259.082	1.4	0
1365.097	1.6	0
1469.734	1.7	0
1573.029	1.8	0
1674.991	1.9	0
1775.674	2.1	0
1875.107	2.2	0
1973.304	2.3	0
2070.313	2.4	0
2166.142	2.6	0
2260.834	2.7	0
2354.407	2.8	0
2446.881	2.9	0
2538.291	3.1	0
2628.657	3.2	0
2717.992	3.3	0
2806.327	3.4	0
2893.683	3.5	0
2980.079	3.7	0
3065.535	3.8	0
3150.070	3.9	0
3233.703	4	0
3316.452	4.1	0
3398.334	4.3	0
3479.368	4.4	0
3559.571	4.5	0
3638.958	4.6	0
3717.544	4.7	0
3795.343	4.9	0
3872.374	5	0
3948.652	5.1	0
4024.184	5.2	0
4098.992	5.3	0
4173.085	5.4	0
4246.476	5.6	0
4319.181	5.7	0
4391.207	5.8	0
4462.572	5.9	0
