0.000	0	0
88.549	0.1	0
179.791	0.2	0
265.892	0.3	0
347.229	0.5	0
424.380	0.6	0
497.720	0.7	0
567.590	0.8	0
634.288	0.9	0
698.052	1	0
759.161	1.1	0
817.779	1.2	0
874.112	1.3	0
928.323	1.4	0
980.558	1.5	0
1030.950	1.6	0
1079.622	1.7	0
1126.672	1.8	0
1172.211	1.9	0
1216.327	2	0
1259.104	2.1	0
1300.611	2.2	0
1340.926	2.3	0
1380.111	2.4	0
1418.224	2.4	0
1455.321	2.5	0
1491.452	2.6	0
1526.666	2.7	0
1561.007	2.8	0
1594.511	2.9	0
1627.221	3	0
1659.173	3.1	0
1690.396	3.1	0
1720.925	3.2	0
1750.790	3.3	0
1780.013	3.4	0
1808.625	3.5	0
1836.650	3.6	0
1864.110	3.6	0
1891.026	3.7	0
1917.418	3.8	0
1943.306	3.9	0
1968.708	4	0
1993.643	4	0
2018.126	4.1	0
2042.173	4.2	0
2065.799	4.3	0
2089.016	4.3	0
2111.842	4.4	0
2134.285	4.5	0
2156.359	4.6	0
2178.076	4.6	0
2199.448	4.7	0
2220.482	4.8	0
2241.193	4.9	0
2261.586	4.9	0
2281.672	5	0
2301.461	5.1	0
2320.962	5.2	0
2340.180	5.2	0
2359.124	5.3	0
2377.802	5.4	0
2396.222	5.4	0
2414.390	5.5	0
2432.312	5.6	0
2449.995	5.7	0
2467.446	5.7	0
2484.670	5.8	0
2501.672	5.9	0
2518.459	5.9	0
2535.034	6	0
2551.403	6.1	0
2567.573	6.1	0
2583.548	6.2	0
2599.329	6.3	0
2614.925	6.3	0
2630.338	6.4	0
2645.571	6.5	0
2660.632	6.5	0
2675.520	6.6	0
2690.242	6.7	0
2704.801	6.7	0
2719.200	6.8	0
2733.441	6.9	0
2747.531	6.9	0
2761.469	7	0
2775.261	7	0
2788.909	7.1	0
2802.415	7.2	0
2815.784	7.2	0
2829.017	7.3	0
2842.116	7.4	0
2855.086	7.4	0
2867.927	7.5	0
2880.644	7.5	0
2893.237	7.6	0
2905.709	7.7	0
2918.062	7.7	0
2930.299	7.8	0
2942.422	7.9	0
2954.433	7.9	0
2966.333	8	0
2978.125	8	0
2989.811	8.1	0
3001.392	8.2	0
3012.870	8.2	0
3024.247	8.3	0
3035.525	8.3	0
3046.705	8.4	0
3057.790	8.5	0
3068.779	8.5	0
3079.676	8.6	0
3090.481	8.6	0
3101.196	8.7	0
3111.823	8.7	0
3122.363	8.8	0
3132.817	8.9	0
3143.186	8.9	0
3153.472	9	0
3163.677	9	0
3173.801	9.1	0
3183.845	9.1	0
3193.812	9.2	0
3203.701	9.3	0
3213.514	9.3	0
3223.253	9.4	0
3232.917	9.4	0
3242.510	9.5	0
3252.030	9.5	0
3261.480	9.6	0
3270.860	9.6	0
3280.172	9.7	0
3289.415	9.8	0
3298.593	9.8	0
3307.704	9.9	0
3316.750	9.9	0
3325.732	10	0
3334.652	10	0
3343.508	10.1	0
3352.303	10.1	0
3361.038	10.2	0
3369.712	10.2	0
3378.327	10.3	0
3386.884	10.4	0
3395.383	10.4	0
3403.825	10.5	0
3412.211	10.5	0
3420.541	10.6	0
3428.817	10.6	0
3437.039	10.7	0
3445.206	10.7	0
3453.321	10.8	0
3461.384	10.8	0
3469.396	10.9	0
3477.356	10.9	0
3485.266	11	0
3493.126	11	0
3500.937	11.1	0
3508.699	11.1	0
3516.414	11.2	0
3524.080	11.2	0
3531.700	11.3	0
3539.274	11.3	0
3546.801	11.4	0
3554.283	11.4	0
3561.720	11.5	0
3569.113	11.5	0
3576.462	11.6	0
3583.768	11.6	0
3591.031	11.7	0
3598.251	11.7	0
3605.429	11.8	0
3612.565	11.8	0
3619.660	11.9	0
3626.715	11.9	0
3633.729	12	0
3640.704	12	0
3647.639	12.1	0
3654.535	12.1	0
3661.392	12.2	0
3668.211	12.2	0
3674.992	12.3	0
3681.736	12.3	0
3688.442	12.4	0
3695.112	12.4	0
3701.746	12.5	0
3708.344	12.5	0
3714.905	12.6	0
3721.432	12.6	0
3727.923	12.7	0
3734.380	12.7	0
3740.802	12.8	0
3747.191	12.8	0
3753.546	12.9	0
3759.867	12.9	0
3766.156	13	0
3772.412	13	0
3778.635	13.1	0
3784.826	13.1	0
3790.985	13.2	0
3797.113	13.2	0
3803.210	13.3	0
3809.275	13.3	0
3815.310	13.4	0
3821.314	13.4	0
3827.289	13.4	0
3833.233	13.5	0
3839.148	13.5	0
3845.033	13.6	0
3850.889	13.6	0
3856.716	13.7	0
3862.515	13.7	0
3868.285	13.8	0
3874.027	13.8	0
3879.741	13.9	0
3885.428	13.9	0
3891.087	14	0
3896.719	14	0
3902.324	14.1	0
3907.902	14.1	0
3913.453	14.1	0
3918.979	14.2	0
3924.478	14.2	0
3929.951	14.3	0
3935.398	14.3	0
3940.820	14.4	0
3946.217	14.4	0
3951.588	14.5	0
3956.935	14.5	0
3962.257	14.6	0
3967.554	14.6	0
3972.827	14.6	0
3978.076	14.7	0
3983.301	14.7	0
3988.502	14.8	0
3993.680	14.8	0
3998.834	14.9	0
4003.965	14.9	0
4009.073	15	0
4014.158	15	0
4019.220	15	0
4024.260	15.1	0
4029.277	15.1	0
4034.272	15.2	0
4039.245	15.2	0
4044.196	15.3	0
4049.125	15.3	0
4054.033	15.4	0
4058.919	15.4	0
4063.784	15.4	0
4068.628	15.5	0
4073.451	15.5	0
4078.253	15.6	0
4083.034	15.6	0
4087.794	15.7	0
4092.534	15.7	0
4097.254	15.7	0
4101.954	15.8	0
4106.634	15.8	0
4111.293	15.9	0
4115.933	15.9	0
4120.554	16	0
4125.155	16	0
4129.736	16	0
4134.299	16.1	0
4138.842	16.1	0
4143.366	16.2	0
4147.872	16.2	0
4152.359	16.3	0
4156.827	16.3	0
4161.276	16.3	0
4165.707	16.4	0
4170.120	16.4	0
4174.515	16.5	0
4178.892	16.5	0
4183.250	16.6	0
4187.591	16.6	0
4191.915	16.6	0
4196.220	16.7	0
4200.508	16.7	0
4204.779	16.8	0
4209.033	16.8	0
4213.269	16.8	0
4217.488	16.9	0
4221.691	16.9	0
4225.876	17	0
4230.045	17	0
4234.197	17.1	0
4238.332	17.1	0
4242.451	17.1	0
4246.554	17.2	0
4250.640	17.2	0
4254.710	17.3	0
4258.764	17.3	0
4262.802	17.3	0
4266.824	17.4	0
4270.830	17.4	0
4274.821	17.5	0
4278.795	17.5	0
4282.755	17.6	0
4286.698	17.6	0
4290.627	17.6	0
4294.540	17.7	0
4298.438	17.7	0
4302.321	17.8	0
4306.188	17.8	0
4310.041	17.8	0
4313.879	17.9	0
4317.702	17.9	0
4321.510	18	0
4325.304	18	0
4329.083	18.1	0
4332.847	18.1	0
4336.597	18.1	0
4340.333	18.2	0
4344.054	18.2	0
4347.762	18.3	0
4351.455	18.3	0
4355.134	18.3	0
4358.799	18.4	0
4362.450	18.4	0
4366.087	18.5	0
4369.711	18.5	0
4373.321	18.5	0
4376.917	18.6	0
4380.499	18.6	0
4384.068	18.7	0
4387.624	18.7	0
4391.166	18.7	0
4394.695	18.8	0
4398.211	18.8	0
4401.713	18.8	0
4405.203	18.9	0
4408.679	18.9	0
4412.142	19	0
4415.593	19	0
4419.030	19	0
4422.455	19.1	0
4425.867	19.1	0
4429.266	19.2	0
4432.653	19.2	0
4436.027	19.2	0
4439.388	19.3	0
4442.738	19.3	0
4446.074	19.4	0
4449.399	19.4	0
4452.710	19.4	0
4456.010	19.5	0
4459.298	19.5	0
4462.573	19.6	0
4465.837	19.6	0
4469.088	19.6	0
4472.328	19.7	0
4475.555	19.7	0
4478.771	19.7	0
4481.974	19.8	0
4485.167	19.8	0
4488.347	19.9	0
4491.516	19.9	0
4494.673	19.9	0
4497.818	20	0
